ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE NO.,EMAIL,SECTOR,SIZE,,,,
MATA FOOD COMPLEX,RABITO JUNCTION,ZONGO ROAD,DAGOMBA LINE,BUNKPURUGU,"P. O. BOX 1, BUKPURUGU",0505177228,,SERVICE,A,,,,
MATUI GRINDING MILL,TAMUNG CATHOLIC CHURCH,TAMUNG ROAD,,TAMBING TAMUNG,,0545464616,,INDUSTRY,A,,,,
MATUNMAH JOHN PROVISION STORE,BEHIND JAMES HOUSE,NASSUAN ROAD,,BIMBAGU,,0205837459,,SERVICE,A,,,,
MAYEEM D/A PRIMARY SCHOOL,BEHIND KOLUGU HOUSE,NASSUAN ROAD,,BIMBAGU,,0205837459,,SERVICE,A,,,,
MAYEEM JUNIOR HIGH SCHOOL,INFRONT OF THE MAYEEM D/A PRIMAARY,NASSUAN ROAD,,BIMBAGU,,0205837459,,SERVICE,A,,,,
MBALABNA NABILA PROVISION STORE,INFRONT DAWUMA HOUSE,JIMBALE ROAD,YAAWOOK FONG,YUNYOO,,0505195714,,SERVICE,A,,,,
MEDI DRINKING BAR,OPPOSITE BAKADE WOOD WORK,TATARA ROAD,,KINKANGO,,0504122840,,SERVICE,A,,,,
MEET ME THERE ENTERPRISE,,ZONGO ROAD,,BUKPURUGU,"P. O. BOX 1, BUKPURUGU",0248193940,,SERVICE,A,,,,
MELKOM ENTERPRISE,YANKAA MUSAH HOUSE,,,BUKPURUGU,"P. O. BOX 1, BUKPURUGU",0248609201,,SERVICE,A,,,,
MEMUNATU TAILORING SHOP,BEHIND DAYUL HOUSE,TEMAA ROAD,,NASSUAN,,0243925721,,INDUSTRY,A,,,,
MENE BAR,INSIDE THE MARKET,,,NAKPANDURI,,0547209745,,SERVICE,A,,,,
MERCY DRESSMAKING   SHOP,NEAR ABRAHAM STORE,,GBEROG KUNKUOG,KUNKUAK DAAN,,0540582488,,INDUSTRY,A,,,,
MIDIBIA TAILORING SHOP,OPPOSITE KOBONI HOUSE,,,JOJING DAUK,,0247226640,,INDUSTRY,A,,,,
MIIKPOKUA KONLAN HAIR DRESS,OPPOSITE GRANDING MILL,JIMBALE ROAD,NAGUAL,BUKPURUGU,,0545567102,,SERVICE,A,,,,
MIIKPUKU DUKPRI GRINDING MILL,INFRONT OF MIINKPUKU HOUASE,NAKPANDURI ROAD,GBABOUK KOAN,NAJONG NO2,,0507551286,,INDUSTRY,A,,,,
MIINAM VENTURES,ADJACENT POST OFFICE,BUNKPURIGU ROAD,,NAKPANDURI,,0542744111,,SERVICE,A,,,,
MILIJUABA STORE,MILIJUABA HOUSE,GUSHEGU ROAD,,SABONJIDA,,0248691480,,SERVICE,A,,,,
MIMUNIS PROVISION STORE,OPPOSITE THE UNITY GRAND MILL,,,TAMBOKRUGU,,0543048932,,SERVICE,A,,,,
MINNYILIAS DRINKING SPOT,ADJACENT BORE HOLE,NALERIGU ROAD,,NAKPANDURI,,0248833976,,SERVICE,A,,,,
MINTOOK TAILORING SHOP,OPPOSITE THE CEPS OFFICES,NALERIGU,,NAKPANDURI,,0543642108,,INDUSTRY,A,,,,
MISS EMMANUEL AGYAPONG BARMAMA,MADAM TEENMAH AND STORE,,,BUKPURUGU,"P. O. BOX 1, BUKPURUGU",0244435958,,SERVICE,A,,,,
MMA LALIYA CHOP BAR,OPPOSITE SEIDU FILLING STATION,NASUAN ROAD,,NAKPANDURI,,0208375919,,SERVICE,A,,,,
MMACHAN GRINDING MIL,OPPOSITE MMACHAN HOUSE,,,NAMBOSU NO 1,,,,INDUSTRY,A,,,,
MOAM GRANDING MILL,MOAN WANBORIKA HOUSE,MAJEEFUG TAMBEIN ROAD,,KPANGEN,,0507867109,,INDUSTRY,A,,,,
MOBARIC TELECOM,,ZONGO ROAD,,BUKPURUGU,"P. O. BOX 1, BUKPURUGU",0206699455,,SERVICE,A,,,,
MODERN INTERNATIONAL SCHOOL,FORMAL MP HOUSE,,,KUGURI,,0200609951,,SERVICE,A,,,,
MOHAMADU WIEB STORE,100 METRES TOWARDS GUSHEGU ROAD,,,NAMONG,,,,SERVICE,A,,,,
MOHAMMED KUKMAN FITTING SHOP,INFRONT OF J J DUUT DRUG STORE,,,BIMBAGO,"P. O. BOX 1, ",0247994335,,SERVICE,A,,,,
MOINDIB DRESSMAKING SHOP,BEHIND AIRTEL POLE,BAWKU ROAD,,NAKPANDURI,,0503078351,,INDUSTRY,A,,,,
MONANDAM ENTERPRISE,ADJACENT MARKET SQUARE,,,NAKPANDURI,,0206787795,,SERVICE,A,,,,
MONBO TAILOR SHOP,BEHIND FAITH INTNAL SCHOOL,CHIRIPION  ROAD,,GBINGBANE,,0240779709,,INDUSTRY,A,,,,
MONICA ADUTWUMWAA BAR,MAJEFUGU JUNCTION,JIMBALE MAJEFUGU ROAD,,JIMBALE,,0249977112,,SERVICE,A,,,,
MONICA TAILORING SHOP,LANGBONG HOUSE,,,NAKPANDURI,"P. O. BOX 3, ",0246121060,,INDUSTRY,A,,,,
MONIPAAK DRINKING SPOT,INFRONT OF BAAKON HOUSE,GBINGBANE ROAD,,KPEMALE,,0241740765,,SERVICE,A,,,,
MOON LIGHT DRINKING SPOT,OPPOSITE SAKO SPOT BIMBAGO,,,BIMBOGO,,0266232612,,SERVICE,A,,,,
MORNING GLORY INTERNATIONAL PRIMARY SCHOOL,BEHIND AREA COUCIL,NAJOUG ROAD,SALMAN FONG,YUNYOO,,0240970536,,SERVICE,A,,,,
MOSES BILPT MOTOR  FITTING SHOP,LIFT SIDE OF NASUAN ROAD,,,TEMAA,,0263147749,,SERVICE,A,,,,
MOSES CAPENTRY SHOP,OPPOSITE NEW GLORY,NASUAN ROAD,,NAKPANDURI,,0208703583,,INDUSTRY,A,,,,
MOSES SHOP,ADJACENT BESFA RURAL BANK,,,NAKPANDURI,,0509867697,,SERVICE,A,,,,
MOTAUKMA STORE,SINSABJINA MARKERT,BUNKPURIGU ROAD,,SINSABJINA,,0507817368,,SERVICE,A,,,,
MOUNT OLIVE ASSEMBLY,,KINKANGO ROAD,,SAUK BAUK,,0206613448,,SERVICE,A,,,,
MOYEM BANABAS TAILORING SHOP,OPPOSITE OPPOSTOLIC CHURCH,GBANKURUGU ROAD,NAKOLIC,BUNBUNA,,0247393852,,INDUSTRY,A,,,,
MOZIO  PRRIMARY SCHOOL,OPPOSITE MOZIO CHPS,,,MOZIO,"P. O. BOX 2, NAKPANDURI",0263072230,,SERVICE,A,,,,
MOZIO CHPS,OPPOSITE MOZIO PRIMARY SCHOOL,,,MOZIO,,,,SERVICE,A,,,,
MR PIDENSOA GHANGA PROVISION STORE,INFRONT OF AZUM,NAJOUG ROAD,NAKURA FONG,YUNYOO,,,,SERVICE,A,,,,
MUMUNI MBOLNNYAN BARBERING SHOP,INFRONT  OF GMAKA HOUSE,,,TEMAA,,0268688794,,SERVICE,A,,,,
MUNYYAM KIJACK STORE,LIFT ON YUNYOO ROAD,,,NAMONG,,,,SERVICE,A,,,,
MURY SHOP,OPPOSITE LUTHRAN CHURCH,WENCHEKI ROAD,,GBINGBANE,,0247177465,,SERVICE,A,,,,
MUSAH FUSIENE MOSQUE,INFRONT OF FUSIENE HOUSE,,,NAMONG,,0263366733,,SERVICE,A,,,,
MUSAH GRAND MILL,BEHIND COMMUNTY CORN MIL,,,TAMBOKRUGU,,0245661949,,INDUSTRY,A,,,,
MUSAH KUNBELIM GRANDING MILL,BEHIND MUSAH HOUSE,NASSUAN ROAD,,BOATERIGU,,0542748792,,INDUSTRY,A,,,,
MUSAH STORE,BEHIND BALAM VAGAZING SHOP,,,NAKPANDURI,,0546918320,,SERVICE,A,,,,
N MIAB GRANDING MILL,AT THE MAIN ROAD,BOMTUUK ROAD,,NASIAT,,0549727517,,INDUSTRY,A,,,,
N-JACK ENTERPRISE,"HOUSE NO.C.20, BIMBAGU",,BIMBAGU/NAKPAND,BIMBAGU/NAKPAND,"C/O P.O.BOX 1, BIMBAGU/NAKPAND",,,SERVICE,A,,,,
NAABUJOK NAADEIS GRANDING MILL,ADJACENT NAADE HOUSE,,,TUNA NO  1,,0263138518,,INDUSTRY,A,,,,
NAAKNIIB TAILORING SHOP,OPPOSITE EBERNEZER SPOT,BUNKPURIGU ROAD,,NAKPANDURI,,0240037799,,INDUSTRY,A,,,,
NAB DRINKING SPOT,NAB HOUSE,BOMTUUK ROAD,,SAGNBAN,,0500127231,,SERVICE,A,,,,
NABALE D/A PRIMARY SCHOOL,,,,NABALE,"P. O. BOX 2, BUNKPURIGU",0505177439,,SERVICE,A,,,,
NABAUK ASSEMBLIE OF GOD CHUIRCH,OPPOSITE CHIEF PALACE,TATARA KAUK ROAD,,NABAUK,,0206696741,,SERVICE,A,,,,
NABAUK PRIMARY SCHOOL,NEAR PENTECOST CHURCH,TATARA ROAD,,NABAUK,,0505211152,,SERVICE,A,,,,
NABKIN GRANDING MILL,MABIKIN HOUSE,GUSHEGU ROAD,,SABONJIDA,,0266460475,,INDUSTRY,A,,,,
NABOPELIK JUNIOR HIGH SCHOOL,OPPOSITE CLINIC,NAKPANDURI ROAD,,KUNKUAK DAAN,,0206622375,,SERVICE,A,,,,
NABOPELIK PRESBY PRIMARY SCHOOL,OPPOSITEJUNIOR HIGH SCHOOL,NAKPANDURI ROAD,GBEROG KUNKUOG,KUNKUAK DAAN,,0240381263,,SERVICE,A,,,,
NABTENG MOSQUES YENNU YAADA EBENATIM,MALAM ISSAHAKU LAAR HOUSE,,,NABITENG,,0508675000,,SERVICE,A,,,,
NABULIG D/A PRIMARY SCHOOL,OPPOSITE THE MARKET,,,NABULIG,,0249113737,,SERVICE,A,,,,
NAGBALE D/A PRIMARY SCHOOL,BEHIND FATAWU HOUSE,PEBUUN ROAD,,NAGBALE,,0548459635,,SERVICE,A,,,,
NAINA SON VENTURE,INFRONT OF TIGO POLL,JIMBALE ROAD,ZONGO,BUKPURUGU,"P. O. BOX 1, BUKPURUGU",,,SERVICE,A,,,,
NAJAT LADIES DRESS MAKING,BY SUNA MOQUES,WANCHEKI ROAD,,GBINGBAN,,0243197211,,INDUSTRY,A,,,,
NAJONG NO 1 GBAGBAMON PRIMARY SCHOOL,INFRONT OF KONBONG YATINKA,,GBAGBAMON,NAJONG NO `1,,0247939231,,SERVICE,A,,,,
NAJONG NO 1 J.H.S,INFRONT OF THE GRAVE YARD,,NAJONG NO 1,NAJONG NO 1,,0206677379,,SERVICE,A,,,,
NAJONG NO 1 J.H.S,INFRONT TEACHER SQUARE,YUNYOO ROAD,GBEGBEMON,NAJONG NO 1,,0206679599,,SERVICE,A,,,,
NAJONG NO 1 PRIMARY A,OPPOSITE LAARBO LAARIBO HOUSE,NAKPANDURI ROAD,NAJONG CENTRE,NAJONG NO 1,,0542500923,,SERVICE,A,,,,
NAJONG NO 1 PRIMARY B,BEHIND  FORMAL CHIEF PALACE,,UPPER NAJONG NO 1,NAJONG NO 1,,0243806346,,SERVICE,A,,,,
NAJONG NO 2 PRIMARY SHOOL,AT THE MAIN TONAJONG NO 1,NAKPANDURI ROAD,MAGORU,NAJOUGT NO2,,0540552574,,SERVICE,A,,,,
NAJONG NO2 J. H. S,OPPOSITE TEACHWER QUATERS2,GBANKOONR JUNCTION,NABAUK,NAJONG NO 2,,0505195710,,SERVICE,A,,,,
NAJONG NO2 PRIMARY SCHOOL,INFRONT OFD NAJONG NO JUNIOR HIGH SCHOOL,BUNKPRUGU ROAD,NABAUK,NAJOUNG NO 2,,0248771491,,SERVICE,A,,,,
NAKING HAIR DRESSING SALON,BEHIND BIAKA STORE,,GBEROG KUNKUOAG,KUNKUAK DAAN,,0542435106,,SERVICE,A,,,,
NAKINIB HAIR DRESSING SALON,JIMBALE STATION,,,JIMBALE,,,,SERVICE,A,,,,
NAKPANDURI BUSINESS SENIOR HIGH SCHOOL,OPPOSITE A/G JUNIOR HIGH SCHOOL,NALIREGU ROAD,,NAKPADURI,"P. O. BOX 5, NAKPANDURI",0244240579,,SERVICE,B,,,,
NAKPANDURI BUTCHERS SHOP,ADJACENT  BOLA BAR,,,NAKPANDURI,,0249894767,,SERVICE,A,,,,
NAKPANDURI D/A PRIMARY SCHOOL,OPPOSITE BIJAKIN CLINIG,BUNKPURIGU ROAD,,NAKPANDURI,"P. O. BOX 1, NAKPANDURI",0209661449,,SERVICE,A,,,,
NAKPANDURI PRESBY J.H.S,BEHIND THE CHURCHU,BAWKU ROAD,,NAKPANDURI,,0205160045,,SERVICE,A,,,,
NAKPANDURI SCHOOL OF ACADEMIC EXCELLENCE PRIMAY,ADJACENT PRESBY PRIMARY SCHOOL,BAWKU ROAD,,NAKPANDURI,,0509164959,,SERVICE,A,,,,
NAKPANDURI UNITY PREPARATORY SCHOOL,BEHIND D/A JUNIOR HIGH SCHOOL,BUNKPURIGU ROAD,,NAKPANDURI,,0200767902,,SERVICE,A,,,,
NAKPUEUK D/A PRIMARY SCHOOL,NAKPEUK,BUKPURUGU ROAD,,NAKPEUK,,0507172867,,SERVICE,A,,,,
NAKUJA AKUA CHOP BAR,OPPOSITE MARKET SQUARE,TEMAA ROAD,,NASSUAN,,0548183616,,SERVICE,A,,,,
NAMONG D/A J.H.S,NAMONG ENTERANCE,,,NAMONG,,0262400386,,SERVICE,A,,,,
NAMONG D/A PRIMARY SCHOOL,NAMONG ENTRANCE,,,NAMONG,,0266834051,,SERVICE,A,,,,
NAMONG POLICE STATION,300 METREON THE WAY NAKPANNDURRI,,,NAMONG,,0263077899,,SERVICE,A,,,,
NANGBAN D/A PRIMARY SCHOOL,NEAR CHIEF PALACE,,,NANGBAM,"P. O. BOX 2, NAKPANDURI",0246019658,,SERVICE,A,,,,
NANIK D/A PRIMARY SCHOOL,BIMBAGO  ROAD,,,NANIK,"P. O. BOX 1, NAKPANDURI",0548748333,,SERVICE,A,,,,
NANKAMON SUUKI PROVISION STORE,INFRONT OF CATHOLIC CHURCH,NAKPANDURI ROAD,NABAUK KOAN,NAJONG NO 2,,0247988548,,SERVICE,A,,,,
NANYIAR D/A PRIMARY SCHOOL,NANYIAR,BUNKPURIGU ROAD,,NANYIAR,"P. O. BOX 2, NAKPANDURI",0206696694,,SERVICE,A,,,,
NAPONTBAOK PRIMARY SCHOOL,OPPOSITE YEMBOAT HOUSE,TUSUG ROAD,,NANPONTBAOG,,0269200442,,SERVICE,A,,,,
NASARA ELEDTRICALS,ADJACENT EBENEZER SPOT,BUNKPURUGU ROAD,,NAKPANDURI,,0201769687,,SERVICE,A,,,,
NASIABOK D/A PRIMARY SCHOOL,NASIABOK,KUNKWA DAAN ROAD,,NASIABOK,,0506419631,,SERVICE,A,,,,
NASSINBET BUTCHER SHOP,OPPOSITE CHATINT FITTINGG SHOP,TOGO ROAD,GBEROG KUNKOG,KUNNKUAK DAAN,,0541179146,,SERVICE,A,,,,
NASUAN HEALTH CENTRE,ADJACENT LUTHERIAN CHURCH,TEMAA ROAD,,NASUAN,"P. O. BOX 2, BUNKPURIGU",0247642015,,SERVICE,A,,,,
NATIONAL HEALTH  INSURANCE AUTHORITY,ADJACENT NEW COURT HALL,,ASSEMBLY AREA,BUNKPURUGU,"P. O. BOX 2, BUKPURUGU",0203510493,,SERVICE,A,,,,
NAUG D/A PRIMARY SCHOOL,OPPOSITE KANYAE HOUSE,,SECTION C,NAUG,,0549129990,,SERVICE,A,,,,
NAZIRING  CHUECH,ADJACENT SAYEEGU MARKET,,,SAYEEGU,,0249524231,,SERVICE,A,,,,
NBOMAN PROVISION STORE,BANDAAR HOUSE,NANBONGO ROAD,,NABALE,,0503555275,,SERVICE,A,,,,
NEKKJIJIRI GRANDING  MMILL,BY JIJIRI HOUSE TOOR,,,TOOK,,0541004678,,INDUSTRY,A,,,,
NEW APOSTOLIC CHURCH,OPPOSITE SUKULUMAN STORE,JIMBALE ROAD,KPINKPANU,BUNBUNA,,0541359214,,SERVICE,A,,,,
NEW APOSTOLIC CHURCH,OPPOSITE CHIEF PALACE,GBINGBANNI ROAD,,GBANKURUGU,,0205000808,,SERVICE,A,,,,
NEW BARRIER DRINKING SPOT,OPPOSITE NEW LIFE  KINDOM,BUNKPURIGU ROAD,,NAKPANDURI,,0245095636,,SERVICE,A,,,,
NEW BASE STORE,BEHIND THE PRIMARY SCHOOL,KANBAGU ROAD,,NANYIARPAG,,0244870613,,SERVICE,A,,,,
NEW GLORY  LICENSED  CHEMICALS,FILLING STATION,,,NAKPANDURI,"P. O. BOX 03, NAKPANDURI",0248452601,,SERVICE,A,,,,
NEW LIFE CHEMICALS,ADJACENT THE MOSQUS ON NASUAN ROAN,,,NAKPANDURI,,0206160744,,SERVICE,A,,,,
NGAMA GBEROG PRIMARY SCHOL,MAMBABIGA JUNCTION,BUNPURIGU ROAD,,NGAMA GBERO,"P. O. BOX 4, NAKPANDURI",0206698524,,SERVICE,A,,,,
NGNANLA GRANDING  MILL,NGNANLE  HOUSE,,,NABALE,,0505177439,,INDUSTRY,A,,,,
NICHOLAS NAKOOK TAILORING SHOP,ADJACENT PASTOR ISAAC HOUSE,TEMAA ROAD,,NASSUAN,,0243916886,,INDUSTRY,A,,,,
NIGAM DRINKING SPOT,AT THE MARK STATION,,,NAIK DANANIA,"P. O. BOX 8, ",,,SERVICE,A,,,,
NIIBDIIN TAILORING SHOP,ADJACENT EBERNEZER SPOT,BUNKPURIGU ROAD,,NAKPANDURI,,0547344732,,INDUSTRY,A,,,,
NIMANNE BILAGOA  GRANDING  MILL,OPPOSITE BILAGOS HOUSE,,,JENENDERE,,0507512103,,INDUSTRY,A,,,,
NIYINA TALLORING SHOP,INFRONT OF NNAYINA HOUSE,NAJOUG ROAD,NAKURA FONG,YUNYOO,,0548352132,,INDUSTRY,A,,,,
NJAKPANDURI PRESBY PRIMARY SCHOOL,ADJACENT NAKPANDURI PRESBY JUNIOR HIGH SCHOOL,BAWKU ROAD,,NAKPANDURI,"P. O. BOX 1, NAKPANDURI",0200555802,,SERVICE,A,,,,
NLOI CHIN GRANDING MILL,BY NLIO HOUSE,,,MAJEFUGU,,0240843483,,INDUSTRY,A,,,,
NLOI SALIFU DRINK BAR,TEMAA STATION,,,TEMEE,,0240548507,,SERVICE,A,,,,
NMOKPA GRANDING MILL,MUSAH  HOUSE,,,NABALE,,0503555275,,INDUSTRY,A,,,,
NNAYE GRANDING MILL,TANTORI NNAYE HOUSE,,,KWALIK,,0547088009,,INDUSTRY,A,,,,
NO NINE NO TEN ENTERPRISE,NEAR CHIEF HOUSE,,,GBINGBALANCHIET,,0247033529,,SERVICE,A,,,,
NO NINE NO TEN PRONISION STORE,OPPOSITE NIIGBEN BEAR BAR,,WUNWOOK,CHINTLUNG NO 2,,0502219224,,SERVICE,A,,,,
NO1 STORE,ADJACENT SUKITGBEN STORE,,,TUSUG,,0541695196,,SERVICE,A,,,,
NOAH YAKUBU GRANDING MILL,BY YAKUBU HOUSE TOGBINI,,,TOGBINI,,0241710902,,INDUSTRY,A,,,,
NOBLE LADIES SALON,ADJACENT POST OFFICE,BUNKPURIGU ROAD,,NAKPNDURI,,0241489966,,SERVICE,A,,,,
NSUAMAN JIRIJIRI PROVISION STORE,OPPOSITE LUTHERAN CHURCH,TEMAA ROAD,,NASSUAN,,0547637735,,SERVICE,A,,,,
NUNG ENTERPRISE,ADJACENT  MOSQUE,RABITO ROAD,,BUNKPURUGU,"P. O. BOX 2, BUKPURUGU",0206698633,,SERVICE,A,,,,
NWIEBAN NABU GRANDING MILL,BY NABU HOUSE TOOK,,,TOOOR,,0542586613,,INDUSTRY,A,,,,
NWILEYAB BOTIQUE,OPPOSITE SOLAR POWER,CHARIPIO ROAD,,GBINGBANE,,0543656489,,SERVICE,A,,,,
NYAMAA GRAND MILL,OPPOSITE UNION OFFICE,,,BIMBAGO,,0541142963,,INDUSTRY,A,,,,
NYAMWAI D/A PRIMARY SCHOOL,NYAMAMWAI,BUPKURUGU ROAD,,NYAMWAI,,0245367190,,SERVICE,A,,,,
NYANAPAAKS SAON,OPPOSITE CIRCUITOFFICE,BUNKPURIGU ROAD,,NAKPANDURI,,0542943828,,SERVICE,A,,,,
NYUATIKA DRINKING SPOT,BEHIND PENCOST CHURCH,BUKPURIGU ROAD,,TOOBONT,,0548015411,,SERVICE,A,,,,
OFORI WAA AFIA BAR,NEAR LUTHERANE CHURCH,,NAGUAL,BUKPURUGU,,0540363361,,SERVICE,A,,,,
ONAABON JABAB ROVISION SHOP,ADJACENT MAATA PITO BAR,TEMAA ROAD,,NASSUAN,,0546287188,,SERVICE,A,,,,
ONYAME NAYE SPOT,OPPOSITE SUNA MOSQUE,WANCHEETRI ROAD,,GBINGBANE,,0540614617,,SERVICE,A,,,,
ORIGINAL DAKON VAGANIZING SHOP,OPPOSITE A/G CHURCH,BAWKU ROAD,,NAKPANDURI,,0549129101,,SERVICE,A,,,,
OSEI JOANA BAR,BEHIND DUBIK HOUSE,,GBEGBEMON,NAJONG NO 1,,0546951978,,SERVICE,A,,,,
OSMAN WELDING SHOP,BEHIND CIRCUIT OFFICE,,,NAKPANDURI,,0546661863,,INDUSTRY,A,,,,
OUR LADY OF HOPE CATHOLIC SCHOOL,NEAR EDUCATION OFFICE,,NAGUAL,BUKPURUGU,,0244989795,,SERVICE,A,,,,
PABNGARIBA ENTERPRISE,ADJACENT BUTCHERS SHOP,,,NAKPANDURI,,0249894767,,SERVICE,A,,,,
PAGNATIK D/A PRIMARY SCHOOL,OPPOSITE BENJUA HOUSE,YEMBOURI ROAD,,PAGNATIK,,0249009759,,SERVICE,A,,,,
PAGNATIK J H S,ADJACENT KINDOM GRACE CHAPEL,,,PAGNATIK,,0206407938,,SERVICE,A,,,,
PAGNGARIBA STORE,OPPOSITE DANIL STORE,BUNKPURIGU ROAD,,NAKPADURI,,0508166624,,SERVICE,A,,,,
PAKIS WOOD SHOP,OPPOSITE THE GPRTU OFFICE,,,NAKPANDURI,,0240998815,,SERVICE,A,,,,
PANBOSI B SULE PROVISION STORE,ADJACENT KOJO SHOP,NAKPANDURI ROAD,,SANVUSI,,0243335431,,SERVICE,A,,,,
PANGARIBA ENTERPRISE,ADJACENT MARKET SQUARE,,NAKPANDURI,NAKPANDURI,,0249894767,,SERVICE,A,,,,
PANGBEN MAAP CHEMICAL STORE,OPPOSITE SAYEEGU MAEKERT,,,SAYEEGU,,0249524231,,SERVICE,A,,,,
PARABES STORE,OPPOSITE D/A PRIMARY SCHOOL,BUNKPURIGU ROAD,,NAKPANDURI,,0245216990,,SERVICE,A,,,,
PARMAAK GRANDING MILL,JAKPAKIR HOUSE,WENCHEKI ROAD,,GBINGBANE,,0544654090,,INDUSTRY,A,,,,
PARMAAK STORE,ADJACENT MARKET STALLS,,,NAKPANDURI,,0547153037,,SERVICE,A,,,,
PARUMAN STORE,ADJACENT COOL BASE,,,NAKPADURI,,0541352867,,SERVICE,A,,,,
PASCALIANA PROVISION SHOP,OPPOSITE CHAMBAS HOUSE,CATHOLIC CHURCHUROAD,SAAKAAB GBEN KUAN,BUNKPURUGU,"P. O. BOX 1, BUKPURUGU",0540629423,,SERVICE,A,,,,
PATIAENCE AND LOVE MILLING BREAD FLOUR,ADJACENT YUSSIF PETROL SHOP,BAWKU ROAD,,NAKPANDURI,,0204856068,,INDUSTRY,A,,,,
PATIANCE AND LOVE WHAET  FLOUR STORE,ADJAFCENT YUSSIF PETROL SHOP,BAWKU ROAD,,NAKPANDURI,"P. O. BOX 3, ",0248235119,,SERVICE,A,,,,
PATIENCE  BAR,ADJACENT GPRTU OFFICE,,,NAKPANDURI,,0243129222,,SERVICE,A,,,,
PATIENCE AND LOVE CHEMICAL STORE,INFRONT OF SDAKPER  HOUASE,BAWKU ROAD,,NAKPANDURI,,0248235119,,SERVICE,A,,,,
PATIENCE AND LOVE CHEMICALS,OPPOSITE A/G CHURCH,BAWKU ROAD,,NAKPANDURI,,0248235119,,SERVICE,A,,,,
PATIENCE HAIR DRESSES SALON,OPPOSITE POUL DRUG STORE,BAWKU ROAD,,NAKPANDURI,,0248710392,,SERVICE,A,,,,
PATIENCE HAIR DRESSING SALON,OPPOSITE CUSTOM BARRIER,,GBEROG KUNKUOG,KUNKUAK DAAN,,0540998195,,SERVICE,A,,,,
PATIENTS AND LOVE BEUTY SALON,OPPOSITE OLD POLICE STATION,,KUAN AREA,BUKPURUGU,"P. O. BOX 1, BUKPURIGU",0245293759,,SERVICE,A,,,,
PATRICK DRINKING SPOT,BEHIND FULINJAS HOUSE,,GBEROG KUNKOG,KUNKURK DAAN,,0542960140,,SERVICE,A,,,,
PATRICK STORE FOR PROVISION,BEHIND FULINJUAS HOUSE,,GBEROG KUNKUOG,KUNKUAK DAAN NO2,,0507864002,,SERVICE,A,,,,
PATRICK TAILORING SHOP,OPPOSITE A/G PRIMARY SCHOOL,,,NAKPANDURI,,0507458123,,INDUSTRY,A,,,,
PAY BEFORE YOU DRINK SPOT,OPPOSITE CHIEF PALACE,,,BIMBAGO,,0248475314,,SERVICE,A,,,,
PEACE AND LOVE BAR,OPPOSITE MARKET SQUARE,BUNKPURIGU  ROAD,,BINDE,,0248210135,,SERVICE,A,,,,
PEACE AND LOVE CENTRE,ADJACENT CHURCH OF NAZAERNE,,,NAKPANDURI,,0543172548,,SERVICE,A,,,,
PEACE AND LOVE STORE,SINSABJINA MARKET,KUNKWA DAAN ROAD,,SINSAB JINA,,0505211124,,SERVICE,A,,,,
PEACE AND PROVISION SHOP,INFRONT SALAMBOUK JUNIOR HIGH SCHOOL,JIMALE ROAD,SOLDIER BARRACK,BUKPURUGU,"P. O. BOX 1, BUKPURUGU",0546066578,,SERVICE,A,,,,
PEACE SPOT,ADJACENT SAKO SPOT,,,BIMBAGO,,0262386223,,SERVICE,A,,,,
PEACE STORE,AT THE JUNCTION OF BIMBAGU,,,NANPONTBAOK,,0508459408,,SERVICE,A,,,,
PEACE ZION CHRCH,INFRONT OF PASIKAS HOUSE,YUNYOO ROAD,GBEGBEMON,NAJONG NO1,"P. O. BOX 211, YUNYOO",0507513082,,SERVICE,A,,,,
PEACEFUL STORE,KAMBAGU CENTRAL MARKET,KUNKWA DAAN ROAD,,KAMBAGU TAMALE,,,,SERVICE,A,,,,
PEACWE TALLORING SHOP,INFRONT OF DUUTING HOUSE,YUNYOO  ROAD,GBEGBENON,NOJONG NO 1,,0205878000,,INDUSTRY,A,,,,
PENTECOST CHURCH,OPPOSITRE D/A PRIMARY SCHOOL,,,JANGANDERI,,0541110001,,SERVICE,A,,,,
PENTECOST CHURCH,TAMBIEN JUNCTION,GBINTIR ROAD,,MANJEFUG,,0243829176,,SERVICE,A,,,,
PENTECOST CHURCH,ADJACENT NANANG HOUSE,,,NAKPANDURI,,0209414157,,SERVICE,A,,,,
PENTECOST CHURCH,NEAR MOAN YOM HOUSE,KONFURE ROAD,,KPANLORE,,0502634381,,SERVICE,A,,,,
PENTECOST CHURCH,KAMBAGU TAMALE MARKET,GBANKONI ROAD,,KAMBAGU TAMALE,,0248098269,,SERVICE,A,,,,
PENTECOST CHURCH,ADJACENT LAARI HOUSE,,,NAMUJUAT,,0508060329,,SERVICE,A,,,,
PENTECOST CHURCH,NEAR MOAM  HOUSE,KPANLORE NO2,,KONG FURE NO1,,0261889846,,SERVICE,A,,,,
PENTECOST CHURCH,BEHIND THE BIMBAGO  SIGN,,,PULIN KUAN,,0508060329,,SERVICE,A,,,,
PENTECOST CHURCH,BEHIND DUBIK HOUSE,BIMBAGU ROAD,,BIMBAGU,,0209125350,,SERVICE,A,,,,
PENTECOST CHURCH,BEHIND THE PRIMARY SCHOOL,GBANKURUGU ROAD,NAKOLIC,BUNBUNA,,0545377842,,SERVICE,A,,,,
