ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,PHONE,EMAIL,SECTOR,SIZE,
PELUNGU PRIMARY SCHOOL,PELUNGU,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0245370766,,SERVICE,A,
PELUNGU ST. JOSEPH CATHOLIC CHURCH,CATHOLIC CHURCH,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0243193702,,SERVICE,A,
PIFABA PROVISION SHOP,SEKOTI TENGPONG,,SEKOTI TENGPONG,SEKOTI-TENGPONG,,,,SERVICE,A,
PIITANGA CHPS,ADJACENT WITH GOD ALL THINGS ARE POSSIBLE FASHION CENTER,,PIITANGA,PIITANGA,,,,SERVICE,A,
PILLA OF FIRE ACADEMY,INSIDE FOUNTAIN GATE CHAPEL,,ZANLERIGU PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,,0245702622,,SERVICE,A,
PISODUAM PITO BAR,YE EB HOUSE BEHIND SUNYEN HOUSE,,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
POOR NO FRIEND DRINKING SPOT,AT BARABOOK KPALIGA HOUSE A METER TO THE SAKOTE JUNIOR HIGH SCHOOL,,SAKOTE NYOUBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
POYGAN'S SHOP,OPPOSITE VALLY VIEW,,KONGO,KONGO,,,,SERVICE,A,
PRESENTATION BROTHERS JUNIOR HIGH SCHOOL,OPPOSITE PRESENTATION KINDERGARTEN AND PRIMARY SCHOOL,,LOGRE POTTIN,LOGRE POTTIN,"P. O. BOX GP 565, BOLGATANGA",0207189074,,SERVICE,A,
PRESENTATION KINDERGARTEN AND PRIMARY SCHOOL,OPPOSITE PRESENTATION BROHERS UNIOR HIGH SHCOOL,,LOGRE POTTIN,LOGRE POTTIN,"P. O. BOX GP 565, BOLGATANGA",0243208429,bbmii@yahoo.com,SERVICE,A,
QUA-AR SPOT,QUA ARAN YIRE(HOUSE),,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
RAZAK CHEMICALS,OPPOSITE BBC,,KONGO SENIOR HIGH SCHOOL,KONGO,,,,SERVICE,A,
RICHARD AKANTAME ASAKEDIKO CORN MILL,BEHIND REVEREN FATHER ROGER'S HOUSE,,LOGRE POTTIN,LOGRE POTTIN,,0245283790,,INDUSTRY,A,
ROCKSON'S ENTERPRISE,OPPOSITE ASSEMBLYMAN'S HOUSE,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0541058269,,SERVICE,A,
RUST NOT ENTERPRISE,ADJACENT TO CHRIST THE KING BEAUTY SALOON,,KONTINTABIG,KOTINTABIG,,,,SERVICE,A,
SAABAS PITO BASE,BEHIND KAYAMA'S HOUSE,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,,,INDUSTRY,A,
SAKOTE CHPS COMPOUND,TOW WILOMETERS TO THE CHIEF PALACE CENTRAL CLINIC,,NABOKIN,SEKOTE NYOGBARE NDAANBOUNG,"PMB, BANGODI",,,SERVICE,A,
SAKOTI PITO BASE,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
SAMPANA SHOP,ADJACENT TIME TELL'S SHOP,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0249827484,,SERVICE,A,
SEKOT CHPS COMPOUND,NABOUK NOGBARE ROAD,,NABOUK,SEKOTI NABOUK,"PMB, NANGODI",,,SERVICE,A,
SEKOTI JUNIOR HIGH SCHOOL,SEKOTI TOWNSHIP,,SEKOTI,SEKOTI KOTENTABIGA,"P. O. BOX 451, BOLGATANGA",0243832080,,SERVICE,A,
SEKOTI PRIMARY SCHOOL,BAADABOOG TOWNSHIP,,BAADABOOG,SEKOTI BAADABOOG,"P. O. BOX 451, BOLGATANGA",0247301517,,SERVICE,A,
SHARIFA KENTE WEAVING SHOP,OPPOSITE BIG BAAN DRINKING BAR,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,,0509258620,,INDUSTRY,A,
SIM FRANCIS BARBERING SHOP,INFORMATION CENTRE,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0243160641,,SERVICE,A,
SIMPLE BOY ENTERPRISE,INFRONT OF ABUGBON'S HOUSE,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0542170872,,SERVICE,A,
SINKATE CHOP BAR,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
SISCO SPARE PARTS SHOP,INFRONT OFZOLIBA GARDENS,,ZALERIGU GAANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0241122241,,SERVICE,A,
SISTER AKOSUA PROVISION SHOP,CHIEF PALACE,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
SMALL MILLER SHOP,YIKOLI,,YIKOLI ZOOGO,YAKOLI ZOOGO,,0242986196,,INDUSTRY,A,
SOE STORE,SOE YIRE 12 METERS FROM THE CHIEF PALACE,SOKOTE CHIEFS PALACA ROAD,NAFOUN NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
SOLIGA PRIMARY / KINDERGARTIN,SOLAGA,,BATUMBA'S HOUSE,NANGODI SOLIGA,,0500135630,,SERVICE,A,
SONY MOTORS ENTERPRISE,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0243881748,,SERVICE,A,
SPIRITUAL RENEWAL CENTRE,OPPOSITE ATAMALE HOUSE,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,"P. O. BOX GP 285, BOLGA",0204941857,srckongo@gmail.com,SERVICE,A,
ST. JOHN BAPTIST CATHOLIC CHURCH,OPPOSITE ZANLERIGU HEALTH CENTRE,,ZANLERIGU GAANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0246228388,,SERVICE,A,
STOP OVER DRINKING BAR,ASSEMBLYMAN'S HOUSE,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0245906925,,SERVICE,A,
SUFER TO GAIN ENTERPRISE,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0247778043,,SERVICE,A,
SUGRE DRINKING BAR,ADJACENT YOLTA RIVER AUTHORITY OFFICE NABOUK PALACE,,NABOUK,SEKOTI NABOUK,,,,SERVICE,A,
SUGURU BAR,DUUG HOUSE ALONG NAMOORANTEMG ROAD,,NOFOUN,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
SUGURU'S DRINKING BAR,ALONG KONTINTABA SEKOTI ROAD,,KONTINTABA,KOTINTABIG,,,,SERVICE,A,
SUMAAHIM CHOP BAR,OPPOSITEVALLY VIEW SPOT,,KONGO SENIOR HIGH SCHOOL,KONGO,,0500176634,,SERVICE,A,
SUNDAYS CORN MILL,ADJACENT GOD IS MY POWERFUL SPOT,,ZANLERIGU NAMOOG,ZANLERIGU NAMOOG,,0249380434,,INDUSTRY,A,
TALATA ENTERPRISE,PUGTA HOUSE,,SAKOTE NYOGBARE NDAABOUG,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
TEMBILA YEEB GRINDING CENTER,BEHIND KOTENTABI JUNIOR HIGH SCHOOL,,KOTENTABIGA,SEKOTI KOTENTABIGA,,,,INDUSTRY,A,
THE LORD HAS DONE FASHION CENTRE,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,0249175527,,INDUSTRY,A,
THE LORD ID MY SHEPHERD FASHION SHOP,ADJACENT MORE CHEMICAL SHOP,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0245285031,,INDUSTRY,A,
THE LORD IS WITH US,KONGO MARKET OPPOSITE AKURUBIRE HOUSE,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,,0203066522,,INDUSTRY,A,
THERE IS TIME FOR EVERYTHING FASHION  SHOP,OPPOSITE THE WASHING BASE,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0541987171,,INDUSTRY,A,
THERESA'S FASHION SHOP,DAMULUGU DAZAMDABO,,DAMULGU DAZAMDABO,DAMULUGU DAZAMDABO,,0249592721,,INDUSTRY,A,
THOMAS BARBERING SHOP,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0541994162,,SERVICE,A,
THY WILL BE DONE BEAUTY SALON,ADJACENT GOD WILL PROVIDE SHOP,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0547997224,,SERVICE,A,
THY WILL BE DONE TAILORING SHOP,ADJACENT HELINA'S CHOP BAR,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0541105709,,INDUSTRY,A,
THY WILL BE DONE TAILORING SHOP,BEHIND ZANLERIGU PRIMARY,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0267482255,,INDUSTRY,A,
TIIBON CHOP BAR,SEKOTI TENGPONG,,SEKOTI TENGPONG,SEKOTI-TENGPONG,,,,SERVICE,A,
TIMBILA GRINDING MILL,BEHIND COOL CORNER BAR,,KONTINTABIG,KOTINTABIG,,,,INDUSTRY,A,
TIME TELL FASHION SHOP,KONGO MARKET OPPOSITE  BBC,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,"P. O. BOX GP 285, BOLGA",0249596080,,INDUSTRY,A,
TRUST IN GOD BEAUTY SALON,ADJACENT GOD IS GREAT FASHION SHOP,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0205785390,,SERVICE,A,
TRUST IN GOD FASHION SHOP,GOOD SHEPHERD KUMASI STATION,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0248577650,,INDUSTRY,A,
TRUST IN GOD SEWING CENTER,HANNAH'S HOUSE BEHIND THE NKUMESI PRIMARY SCHOOL,,NKUMZESI,SEKOTI KOTENTABIGA,,,,INDUSTRY,A,
TULE JOSEPH GRINDING CENTRE,BEHIND LOVER'S SPOT BAR,,KALINI,NANGODI KALINI,,,,INDUSTRY,A,
UNTO THE LORD BE THE GLORY FASHION CENTRE,NEAR KUMASI STATION,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0248509185,,INDUSTRY,A,
VALLY VIEW SPOT,OPPOSITE SUIMAAHIM CHOP BAR,,KONGO SENIOR HIGH SCHOOL,KONGO,,,,SERVICE,A,
VENTIBIT CHEMICAL SHOP,KONGO MARKET ADJACENT TRUS,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,"P. O. BOX GP 285, BOLGA",0245280034,,SERVICE,A,
VERONICA PROVISION STORE,ZOGABRE,,ZOGABRE,ZOGABRE,,,,SERVICE,A,
WELCOME DRINKING SPOT,OPPOSITE A-TOWN DRINKING SPOT,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0245376640,,SERVICE,A,
WHERE THERE IS LIFE THERE IS HOPE FASHION SHOP,ADJACENT IIN  HIM IS LIFE BEAUTY SALOON,,ZALERIGU-GANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0247686756,,INDUSTRY,A,
WHO JAH BLESS DRINKING SPOT,ZOOGO,,YIKOLI ZOOGO,YAKOLI ZOOGO,,0246947241,,SERVICE,A,
WHO KNOWS TOMORROW,OPPOSITE PROVIDE FASHION SHOP,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0541614571,,INDUSTRY,A,
WITH GOD ALL THINGS ARE POSSIBLE FASHION CENTER,ADJACENT PIITANGA CHPS,,PITANGA,PIITANGA,,0201825013,,INDUSTRY,A,
WITH GOD ALL THINGS ARE POSSIBLE FASHION SHOP,IN FRONT OF KOTINTABIG JUNIOR HIGH SCHOOL,,KONTINTABIG,KOTINTABIG,,,,INDUSTRY,A,
WITH GOD ALL THINGS ARE POSSIBLE SALON,ASSEMBLYMAN TOP,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0544282126,,SERVICE,A,
WOOK-NAAB PITO BASE,WOOK,,SEKOTI-WOOK,SEKOTI-WOOK (WOUG),,0000000000,,SERVICE,A,
YAAM DRINKING BASE,WOOK,,SEKOTI WOOK,SEKOTI-WOOK (WOUG),,,,SERVICE,A,
YAAMAH PROVISION STORE,TENGPONG,,SEKOTI TENGPONG,SEKOTI-TENGPONG,,,,SERVICE,A,
YAKOTI JUNIOR HIGH SCHOOL,YAKOTI TOWNSHIP,,NANGOD YAKIN,YAKOTI NANGOYARE,"P. O. BOX 118, NANGODI",0208042270,,SERVICE,A,
YAKOTI PRIMARY AND KG,YAKOTI TOWNSHIP,,NANGOD YAKIN,YAKOTI NANGOYARE,"P. O. BOX 285, BOLGATANGA",0245370726,,SERVICE,A,
YAMAHA DRINKING SPOT,ZIEMBOUG,,ZIEMBOUG,ZIEMBOUG,,0243516995,,SERVICE,A,
YAMPOBIL PROVISION STORE,OPPOSITE LIZZY'S STORE,,NAKPALIGA PRESBYTARIAN CHURCH,NANGODI NAKPALIGA,,,,SERVICE,A,
YAW NGOP GRINDING CENTRE,ALONG THE PALACE LANE,,ZUA,YAKOTI NANGOYARE,,,,INDUSTRY,A,
YEEN'S STORE,ADJANCENT ZANLERIGU GOUNDAONG PRIMARY SCHOOL,,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,,0242699577,,SERVICE,A,
YEENBAG SPOT,OPPOSITE ABEE CORN MILL,,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,,0541482288,,SERVICE,A,
YENDOOR GRINDING CENTRE,ALONG NABOUG NOGBARE ROAD,,KPORABOGO,SEKOTI KPORABOGO,,,,INDUSTRY,A,
YENHIBON PROVISION STORE,ZOGABRE,,ZOGABRE,ZOGABRE,,,,SERVICE,A,
YENIBANI DRINKING BASE,SEKOTI TENGPONG,,SEKOTI TENGPONG,SEKOTI-TENGPONG,,,,SERVICE,A,
YENKURUG METAL WORKS,5 METRES FROM CATHOLIC CHURCH,,PELUNGU CATHOLIC CHURCH,PELUNGU,,,,INDUSTRY,A,
YENPANG FASHIO CENTRE,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,0249116436,,INDUSTRY,A,
YENPANG FASHION SHOP,BEHIND PELUNGU MOSQUE,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0540970846,,INDUSTRY,A,
YENPANG FASHION SHOP,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,INDUSTRY,A,
YENPANG PROVISION SHOP,KUMASI STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0243803298,,SERVICE,A,
YENYELIBA SAPOKA STORE,BEHIND NO HELPER THAN GOD PROVISION STORE,,KOTINTABIG,KOTINTABIG,,,,SERVICE,A,
YINGURUMA BEAUTY SALON,ADJACENT ZANLERIGU PRIMARY SCHOOL,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0245405867,,SERVICE,A,
YOUNG STEP BARBERING SALON,KONGO STATION,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0248862631,,SERVICE,A,
ZANLERIGU FOUNTAINGTE CHAPEL,BEHIND ZANLERIGU PRIMARY SCHOOL,,ZANLERIGU PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,"P. O. BOX 299, BOLGA",0242786021,,SERVICE,A,
ZANLERIGU HEALTH CENTRE,OPPOSITE ZANLERIGU PRIMARY SCHOOL,,ZANLERIGU GAANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0206417444,,SERVICE,A,
ZANLERIGU JUNIOR HIGH SCHOOL,ADJACENT ZANLERIGU PRIMARY SCHOOL,,ZANLERIGU GANE PRIMRY SCHOOL,ZANLERIGU GAANE,,0208864385,,SERVICE,A,
ZANLERIGU NURSERY SCHOOL,ADJACENT ZANLERIGU PRIMARY SCHOOL,,ZANLERIGU GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0208085978,,SERVICE,A,
ZANLERIGU PRIMARY SCHOOL,ADJACENT ZANLERIGU JUNIOR HIGH SCHOOL,,ZANLERIGU GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0201397304,,SERVICE,A,
ZOLIBA GARDENTS DRINKING SPOT,ADJACENT MADAM DORIS FASHION,,ZANLERIGU-GAANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0246364528,,SERVICE,A,
ZOPELIA PRIMARY SCHOOL,ADJACENT ABUPAKA STORE,,DALIGA ZOPELIGA,DALIGA ZOPELIG,,0249860599,,SERVICE,A,
ZUA PRIMARY /KG,BEHIND CHIEF'S HOUSE OF ZOA,,NAFONG ZOA,NAFONG ZOA,,0203080270,,SERVICE,A,
ZUA PRIMARY/KG,OPPOSITE MTN MASK,,KONGO AYAMFOOYA MEMORIAL CLINIC,KONGO,"P. O. BOX GP 34, BOLGA",0245223991,,SERVICE,A,
ZURPKAN KENKEY BASE,OPPOSITE OLD ASSEMBEMAN JUNCTION,,WATER RESERVOIR,NANGODI NAKPALIGA,,,,SERVICE,A,
,,,,,,,,,,
BINDURI,,,,,,,,,,
44 DRINKING SPOT,BEHIND PENTECOST CHURCH,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0245797333,,SERVICE,A,
ABANGA ENTERPRISE,OPPOSITE KOFI BANGILA,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0248461987,,SERVICE,A,
ABANGA SEIDU CHEMICALS,OFF THE BAWKU NAFKOLIGA ROAD OPPOSITE ATUBA MARKET,BAWKU NAFKOLIGA ROAD,ATUBA,ATUBA,"P. O. BOX 69, BAWKU",0242027651,,SERVICE,A,
ABANKUDUGU GRINDING MILL,INSIDE ATUBA MARKET,,ATUBA,ATUBA,,0245768054,,INDUSTRY,A,
ABARICHE PETER'S GRINDING MILL,CLOSE TO THE TETAUKO SAKPANATENG TOWN,,TETAUKO,TETAUKO,"P. O. BOX 69, BAWKU",0245283984,,INDUSTRY,A,
ABDUL SALAAM STORE,INSIDE KUKPARIGU MARKET,,KUKPARIGU-TEMGPELUG,KUKPARIGU-TEMGPELUG,"P. O. BOX 69, BAWKU",,,SERVICE,A,
ABDUL SOMED'S STORE,ADJACENT MANDELA'S HOUSE,BOLGATANGA BAWKU ROAD,BAZUA,BAZUA,,0544109716,,SERVICE,A,
ABUGRI PETER STORE,ON THE ROAD TO WISPEEG NEAR KULIMVAL PRIMARY SCHOOL,VONDAUG WISPEEG ROAD,KULIMVAL,KULIMVAL,"P. O. BOX 69, BAWKU",0209411606,,SERVICE,A,
ABUGRI'S PITO BAR,ALONG ASUM SAPELLINGA ROAD,BAWKU BOLGA ROAD,GUMYOKO,GUMYOKO NATINGA,,,,INDUSTRY,A,
ABUGRI'S STORE,OPPOSITE BARABOGO JUNCTION,BOLGATANGA BAWKU ROAD,BAZUA,BAZUA,,0249408093,,SERVICE,A,
ACIRNA BAR,INSIDE ATUBA MARKET,,ATUBA,ATUBA,,0248622781,,SERVICE,A,
ADAM STORE,BINDURI CUSTOMS BARRIER,,BAUK SAPEELIGA,BAUK SAPELLIGA,,0262655946,,SERVICE,A,
ADAM'S STORE,OPPOSITE BANSI CHIEF PALACE,,BANSI NATINGA,BANSI NATINGA,,0241058256,,SERVICE,A,
ADAMA'S COSMETICS SHOP,OPPOSITE BAWKU STATION,BOLGATANGA - BAWKU ROAD,BAZUA,BAZUA,,0243755930,,SERVICE,A,
ADAMS ENTERPRISE,OPPOSITE KULOKO JUNCTION,BAWKU BAZUA ROAD,AWEOGO ABOGURAGO,AWEOGO ABOGURAGO,,0241124440,,SERVICE,A,
ADAMU'S PROVISION SHOP,ALELU MARKET,,BOKO,BOKO,,0240313295,,SERVICE,A,
ADAZA AMOOT SHOP,INSIDE ATUBA MARKET ALONG NAFKOLIGA BAWKU ROAD,,ATUBA,ATUBA,,0245998439,,SERVICE,A,
ADELIWINI ENTERPRISE,BAZUA MARKET ADJACENT KUMASIT STATION,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0243876604,,SERVICE,A,
ADISA ENTERPRISE,OPPOSITE KUMASI STATION,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0547998300,,SERVICE,A,
ADISA'S DRESSMAKING SHOP,OPPOSITE BAZUA PUBLIC TOILET,BOLGA BAWKU ROAD,BAZUA,BAZUA,,,,INDUSTRY,A,
ADISAHS CHOP BAR,BINDURI MARKET,,BINDURI,BINDURI,,,,SERVICE,A,
AGUMSI PRIMARY SCHOOL,INSIDE AGUMSI TOWNSHI0,,AGUMSI,ATUBA,"P. O. BOX 69, BAWKU",0246523533,,SERVICE,A,
AIBI'S STORE,ADJACENT THE PIGS MARKET,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0248117620,,SERVICE,A,
AISHA'S DRESSMAKING SHOP,OPPOSITE BAWKU STATION,BAWKU BOLGA ROAD,BAZUA,BAZUA,,0544554309,,INDUSTRY,A,
AJARA'S DRESS MAKING SHOP,OPPOSITE NSO NYAME YE BAR,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0241447920,,INDUSTRY,A,
AKANYIM ALEMBIRE ENTERPRISE,BEHIND THE FOWLS MARKET,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0243473314,,SERVICE,A,
AKISIBA CHOP BAR,OPPOSITE BAWKU - ATOBA ROAD AVONDAAGO MARKET SQUARE,,NARANGO - KOMNATENG,NARANGO,,0545421812,,SERVICE,A,
AKOLOG GRINDING MILL,NEAR CHIEF PALACE,AVONDAGO-GARU ROAD,ANIISI,ANIISI,,0547229389,,INDUSTRY,A,
AKOLOG STORE,BY ANIISI PRIMARY AND JUNIOR HIGH SCHOOL,AVONDAGO-GARU ROAD,ANIISI,ANIISI,,0241497415,,SERVICE,A,
AKOS'S BAR,ADJACENT 44 DRINKING SPOT,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0248003194,,SERVICE,A,
AKPARIBO FITTING SHOP,NEAR NDEKUDUGU HOUSE,ANIISI -GARU ROAD,ANIISI,ANIISI,"P. O. BOX 69, BAWKU",0242045720,,SERVICE,A,
AKPASIB PITO BASE,ALING THE DAM ROAD,DAM ROAD,BINDURI,BINDURI,,,,SERVICE,A,
AKUKA'S BAR,OPPOSITE 44 DRINKING SPOT,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0240321375,,SERVICE,A,
ALACKO PREPARATORY SCHOOL,ALONG ATUBA NAFKOLIGA ROAD,AT UBA NAFKOLIGA ROAD,ATUBA,ATUBA,"P. O. BOX 69, BAWKU",0248565823,,SERVICE,A,
ALARIBA CHOP BAR,BINDURI MARKET,,BINDURI,BINDURI,,,,SERVICE,A,
ALBERT STORE,INSIDE ATUBA MARKET,,ATUBA,ATUBA,,0249763708,,SERVICE,A,
ALEBGA'S FITTING SHOP,OPPOSITE AMINA'S DRESSMAKING SHOP,BOLGA BAWKU ROAD,BAZUA,BAZUA,,,,SERVICE,A,
ALEBIN'S STORE,OPPOSITE KUMASI STATION,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0246660039,,SERVICE,A,
ALICE'S DRESSMAKING SHOP,BAZUA MARKET ADJACENT BAWAH'S GRINDING MILL,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0245335435,,INDUSTRY,A,
ALICE'S HAIR DRESSING SALON,OPPOSITE PEPERTUAL'S HAIR DRESSING SALOON,BOLGA BAWKU ROAD,BAZUA,BAZUA,,,,SERVICE,A,
ALIDU'S BARBERING SALON,ADJACENT AKANYIM'S STORE,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0241535610,,SERVICE,A,
ALIZETA'S STORE,INSIDE KUKPARIGU MARKET,,KUKPARIGU-TEMGPELUG,KUKPARIGU-TEMGPELUG,"P. O. BOX 69, BAWKU",0247477145,,SERVICE,A,
ALOOK ENTERPRISE,BEHIND THE BINDURI MOSQUE,,BINDUR,BINDURI,,,,SERVICE,A,
AMA'S CHOP BAR,BAZUA MARKET ADJACENT WINA'AM PAAD ENTERPRISE,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0245691155,,SERVICE,A,
AMA'S HAIR DRESSING SALON,BEHIND BAZUA MARKET,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0249613819,,SERVICE,A,
AMAALA ENTERPRISE,OPPOSITE BAZUA MARKET,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0245501924,,SERVICE,A,
AMADU STORE,NEAR ASANDAUG STORE,ANIISI-GARU ROAD,DUL-NATINGA,DUL-NATINGA,,0245073518,,SERVICE,A,
AMADU'S GRINDING MILL,OPPOSITE BAZUA CHIEF'S PALACE ROAD,BAZUA BAWKU ROAD,BAZUA,BAZUA,,0246279144,,INDUSTRY,A,
AMADU'S TAILORING SHOP,BEHIND OLD BAZUA CENTER,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0248090104,,INDUSTRY,A,
AMALBAS PITO BAR,ALING THE DAM ROAD,DAM ROAD,BINDURI,BINDURI,,,,SERVICE,A,
AMINA'S DRESSMAKING SHOP,ADJACENT AYAABA'S DRESSMAKING SHOP,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0243888040,,INDUSTRY,A,
AMINATA'S STORE,ADJACENT THE PENTECOST CHURCH BAZUA,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0249357549,,SERVICE,A,
AMOORE ABANKUDUGU SHOP,INSIDE ATUBA MARKET,,ATUBA,ATUBA,,0245768054,,SERVICE,A,
AMOOT AMINA SHOP,INSIDE ATUBA MARKET ALONG THE NAFKOLIGA BAWKU ROAD,NAFKOLIGA BAWKU ROAD,ATUBA,ATUBA,,0241746383,,SERVICE,A,
AMORIBILA ABANGIBA CORN MILL,NARANGO TENOGO2,,NARANGO TENOGO,NARANGO,"P. O. BOX 69, BAWKU",0249124346,,INDUSTRY,A,
ANABA LARI'S BAR,OPPOSITE 44 DRINKING SPOT,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0245468707,,SERVICE,A,
ANGNES BEAUTY SALON,ADJACENT FASCOM,,ATUBA,ATUBA,"P. O. BOX 69, BAWKU",0245389880,,SERVICE,A,
ANIISI CENTRAL MOSQUE,BEHIND SALIFU STORE,AVONDAGO GARU ROAD,ANIISI,ANIISI,"P. O. BOX 69, BAWKU",0247807301,,SERVICE,A,
ANIISI CHPSS,BEHIND ANIISI CHIEF PALACE,AVONDAGO-GARU ROAD,ANIISI,ANIISI,"P. O. BOX 18, BAWKU",0500135353,,SERVICE,A,
ANIISI PRIMARY/JUNIOR HIGH SCHOOL,OPPOSITE ANIISI ENTERAL MOSQUE,ANIISI GARU ROAD,ANIISI,ANIISI,"P. O. BOX 69, BAWKU",0249040508,,SERVICE,A,
ANOBIGA AND SONS LTD,OPPOSITE CATHOLIC CHURCH NARANGO-GBANDE,AVONDAAGO-GARU ROAD,NARANGO-GBANDE,NARANGO,"P. O. BOX 37, BAWKU",0507116908,,INDUSTRY,A,
ANOBOODA'S SPECIAL KENKEY,MARKET BINDURI,,BINDURI,BINDURI,,,,SERVICE,A,
ANODTAABA BEAUTY SALON,OPPOSITE BAWKU STATION,BOLGA BAWKU ROAD,BAZUA,BAZUA,,0243190577,,SERVICE,A,
