,,,,,,,,,,
ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE,EMAIL,SECTOR,SIZE,
ABUDU ENTERPRISE,BY THE UNCOMPLETED MOSQUE IN BANONYIRI,,,BANONYIRI,,0245061159,,SERVICE,A,
ABUDULAI ENTERPRISE,BY THE TRANSFORMER RIGHT ON THE ROAD,,,JIMPENSI,,0546717124,,SERVICE,A,
ADAMS BONTUOS SHOP,ADJACENT THE CENTRAL MOSQUE,FIAN WA ROAD,NAAYIRI,FIAN,,,,SERVICE,A,
ADAMS ENTERPRISE,BEHIND THE BIG BARBO TREE AT DUURIBEE,,,KOJOKPERI,,0548360096,,SERVICE,A,
ADAMS FUEL STATION,100M ADJCENT CENTRAL MOSQUE,,,KOJOPERI,,0241949300,,SERVICE,A,
ADSEWA SARA DRINKING SPOT,OPPOSITE WIDAAYIRI MOSQUE,TABIASI PRINCIPAL STREET,WIDAAYIRI,TABIASI,,,,SERVICE,A,
AJARA ENTERPRISE,AFTER THE BTG MOSQUE,,,JOLINYIRI,,0540839261,,SERVICE,A,
AJARA VENTURES,BY THE AREA COUNCIL,BUSSIE WA ROAD,NAAYIRI,BUSSIE,,,,SERVICE,A,
AKUA ZENGBEDOR SPOT,NEAR GANDIBU HOUSE,FIAN ISSA ROAD,NAAYIRI,WOGU,,,,SERVICE,A,
ALAHASSAN BAR,LEFT SIDE OF THE MARKET,,,SAZIE,,0248535761,,SERVICE,A,
ALAHJI SAAYU MOSQUE,AT ZONGO BEFORE THE MARKET,,,KOJOKPERI,,,,SERVICE,A,
ALAHJI SALIA MOSQUE,IN FRONT OF THE FORMER CHIEFS PALACE,,,KOJOKPERI,,,,SERVICE,A,
ALFRED VENTURES,BEHIND SOLAR PANEL POLE,DAKPAA BUSSIE ROAD,,DAKPAA,,,,SERVICE,A,
ALHAJI A IBRAHIM MOTOR PARTS,KOJOKPERI CHALLA JUNCTION,,,KOJOKPERI,,0240874500,,SERVICE,A,
ALHAJI ISSAH MOSQUE,RIGHT HAND SIDE OF THE MAIN STATION,,,KOJOKPERI,,0540918211,,SERVICE,A,
ALHAJI OSMAN CORN MILL,OPPOSITE ISSA ROMAN CATHOLIC PRIMARY SCHOOL,WOGU KOJOKPERE ROAD,NAAYIRI,ISSA,,,,INDUSTRY,A,
ALHAJI UNUUSAH MOSQUE,BY DAFFIAMA BUSSIE JUNCTION,BUSSIE WA ROAD,KUNKPENAYIRI,BUSSIE,,,,SERVICE,A,
ALHANSSAN ENTERPRISE,AFTER VRA TRANSFORMER ON THE WAY TO MARKEK LEFT,,,JIMPENSI,,0247277541,,SERVICE,A,
ALHASSAN CORN MILL,NEAR NAAS HOUSE,FIAN ISSA ROAD,NAZULEEYIRI,WOGU,,,,INDUSTRY,A,
ALHASSAN ENTERPRISE,OPPOSITE ISSA LEADERSHIP TRANING INSTITUTE,WOGU KOJOKPERE ROAD,DUORI,ISSA,,,,SERVICE,A,
ALHASSAN FUEL SHOP,AFTER VRA TRANSFORMER ON THE WAY TO MARKET LEFT,,,JIMPENSI,,0247277541,,SERVICE,A,
ALI MAHAMA CORN MILL,AFTER THE OWLO MARKET,,OWLONAAYIRI,OWLO,,,,INDUSTRY,A,
ALICE BEAUTY SALON,OPPOSITE YELBUORE HOUSE,,KYEKALI,DAFFIAMA,,,,SERVICE,A,
ALIMA CORN MILL,NEAR ALHAJI MAHAMA HOUSE,WOGU KOJOKPERE,BIIYIRI,ISSA,,,,INDUSTRY,A,
ALIS CORN MILL,NEAR ALIS HOUSE KYIERAAYIRI,WOGU SAAMANBO ROAD,KYIERAAYIRI,WOGU,,,,INDUSTRY,A,
ALL SAINT PARISH,KPARIDABUO,WOGU KOJOKPERE ROAD,KPARIDABUO,ISSA KPARIDABUO,"P.O.BOX 47, ISSA",,,SERVICE,A,
ALL ST R/C KG AND PRIMARY SCHOOL,,WOGU KOJOKPERE ROAD,DUORI,ISSA,"P.O.BOX 47, ISSA",,,SERVICE,A,
ALLAH GRINDING MILL,BEHIND GBONBEE MOSQUE,,,KOJOKPERI,,0542623328,,INDUSTRY,A,
AMAMATA TAILERING SHOP,BEHIND THE MARKET,,,KOJOKPERI,,,,INDUSTRY,A,
AMATUS FITTING SHOP,OPPOSITE POLICE STATION,,NAAYIRI,NAA,,,,SERVICE,A,
AMATUS ZINENOBA GRINDING MILL,ZINENOBAYIRI,,,KAMAHEGU,,,,INDUSTRY,A,
AMINA LADY FASHION SHOP,OPPOSITE THE CATHOLIC CHURCH,,MISSION,DAFFIAMA,,0540633548,,SERVICE,A,
ANAS DRINKING BAR,OPPOSITE UNCLE JOES BAR,,SAAPARI,DAFFIAMA,,,,SERVICE,A,
ANAYAAS ENTERPRISE,IN FRONT OF BAHAMA HOUSE,FIAN WA ROAD,NGMAABIELE,FIAN,,,,SERVICE,A,
ANDREW DORSOGLAA CORN MILL,NEARN DORSOGLAA HOUSE,,TUOPARE,WOGU,,,,INDUSTRY,A,
ANGELINA VENTURES,KUURIYIRI RIGHT SIDE FROM DAFFIAMA,,KUURIYIRI,DAKPAA,,,,SERVICE,A,
ANGLAAMINE ENTERPRISE,OPPOSITE THE CATHOLIC CHURCH,,MISSION,DAFFIAMA,,0244053695,,SERVICE,A,
ANGLAANIE NANGWAA VENTURES,RIGHT SIDE FROMBUSSIE SALLEE,SALLEE BUSSIE ROAD,,SALLEE,,,,SERVICE,A,
ANGNAGAABE YAAYELE ENTERPRISE,NEAR GBAREMAN BAR BY THE MARKET ENTRANCE,MAIN MARKET LANE,MARKET AREA NAAYIRI,BUSSIE,,,,INDUSTRY,A,
ANGSUA GRINDING MILL,ANGSUAYIRI SALEE,,ANGSUAYIRI,SALLEE,,,,INDUSTRY,A,
ASANI ENTERPRICE,BEHIND JOLINYIRI BIG MOSQUE,,,JOLINYIRI,,0241327066,,SERVICE,A,
ASANI GRINDING MILL,BEHIND JOLINYIRI BIG MOSQUE,,,JOLINYIRI,,0241327066,,INDUSTRY,A,
AUGUSTINA ZUZIES TAILORING SHOP,AFTER THE HIPC TOILET,,KONBALALINEYIRI,OWLO,,,,INDUSTRY,A,
AUGUSTINE ENTERPRISE,AHEAD OF MARKET CENTRE BOREHOLE,,MARKET CENTRE,BUSSIE,,,,SERVICE,A,
AWAL ENTERPRICE,BEFORE JOLINYIRI CENTRAL MOSQUE,,,JOLINYIRI,,0244026864,,SERVICE,A,
AWUL CORN MILL,OPPOSITE THE TABIASE JUNIOR HIGH,ISSA TABIESE ROAD,WEDAAYIRI,TABIESE,,,,INDUSTRY,A,
AYAAS WEAR,BEHIND THE MARKET,,,KOJOKPERI,,0243806724,,SERVICE,A,
AYISHATU SHOP,AT CHALLA JUNCTION,,,KOJOKPERI,,0247938883,,SERVICE,A,
AZAASUMA AGRIC INPUTS,TA THE MAIN STATION LEFT HAND SIDE,,,KOJOKPERI,,0246649975,,SERVICE,A,
AZAASUMA ENTERPRISE,LEFT HAND SIDE OF THE MAIN STATION,,,KOJOKPERE,,0246649975,,SERVICE,A,
AZONTO BOY BAR,BESIDE BOSCO DRINKING BAR DAILY MARKET DAFFIAMA,,MISSION,DAFFIAMA,,0548156366,,SERVICE,A,
BAABA CORN MILL,NEAR THE ISSA DAILY MARKET,WOGU KOJOKPERE ROAD,ZANPAREE,ISSA,,,,INDUSTRY,A,
BABAKYIRANAA VENTURES,OPPOSITE GBAREEDOR BAR,BUSSIE TUMU ROAD,,BALINIA,,,,SERVICE,A,
BABAYELAA GRINDING MILL,FROM CHALLA ENTERING JIMPENSI 100METER FROM THE ROAD RIGHT,,,JIMPENSI,,0541403126,,INDUSTRY,A,
BACHOR ENTERPRISE,IN BETWEEN MARKET STORES,,MARKET CENTRE,BUSSIE,,,,SERVICE,A,
BADIEDONG EMMANUEL DRINKING BAR,DORKOMUOYIRI TODAAYIRI,,TODAAYIRI,TUORI,,,,SERVICE,A,
BALIENIA D/A PRIMARY SCHOOL,BEFORE GBAREEDOR BAR,,,BALIENIA,,,,SERVICE,A,
BANONYIRI MOSQUE,FROM WA ENTERING FROM SAZIE AFTER A SCHOOL LEFT HAND ON THE ROAD,,,BANONYIRI,,0546289953,,SERVICE,A,
BANTEE ENTERPRISE,OPPOSITE ST MONICA WOMEN ASSOCIATION,,MISSION,DAFFIAMA,,,,SERVICE,A,
BARNABAS DRINKING BAR,OPPOSITE THE MARKET,,MARKET CENTER,BUSSIE,,,,SERVICE,A,
BAWAS ENTERPRISE,IN FRONT OF THE KYIERAAYIRI MOSQUE,WOGU SAAMANBO ROAD,KYIERAAYIRI,WOGU,,,,SERVICE,A,
BAYIES ENTERPRICE,ADJACENT NAAS HOUSE,FIAN WA ROAD,BANGAYIRI,FIAN,,,,SERVICE,A,
BAYOR DRINKING BAR,DAFFIAMA DAILY MARKET,,MISSION,DAFFIAMA,,,,SERVICE,A,
BAYOR ENTERPRISE,BEFORE HAKIM DRUGSTORE,,MARKET CENTRE BUSSIE,BUSSIE,,,,SERVICE,A,
BAYUO DRINKING BAR,OPPOSITE MATHIWE TANGNES HOUSE OWLO-FIAN ROAD,,WENI,OWLO,,,,SERVICE,A,
BAYUOYE MOSES ENTERPRISE,OWLO CENTRE ON THE OWLO FIAN ROAD,,KONBALIN REYIRI,OWLO,,,,SERVICE,A,
BIEKPENAA GAANYE GRINDING MILL,GAANYEYIRI,,GAANYEYIRI,KAMAHEGU,,,,INDUSTRY,A,
BIENYU DRINKING SPOT,OPPOSITE THE J H S,BUSSIE WA ROAD,SOKPAREEYIRI,FIAN,,,,SERVICE,A,
BISMARK DRINKING SPOT,OPPOSITE ISSA POLICE STATION,WOGU KOJOKPERE ROAD,DUORI,ISSA,,,,SERVICE,A,
BLACKMAN MOTOR MECHANIC SHOP,DAFFIAMA NADOWLI ROAD,,KYEKALI,DAFFIAMA,,,,SERVICE,A,
BLUE BAR,BUSSIE DAFFIAMA ROAD NEAR NURSES AND POLICE QUATERS,BUSSIE DAFFIAMA ROAD,YIZIIRI,BUSSIE,,,,SERVICE,A,
BLUE DRINKING BAR,OPPOSITE I LOVE YOU ENTERPRISE,,SAAPARI,DAFFIAMA,,,,SERVICE,A,
BLUE DRINKING BAR,OPPOSITE ST THOMAS MORE PRIMARY SCHOOL,,MISSION,DAFFIAMA,,,,SERVICE,A,
BODAA GRINDING MILL,BODAAYIRI RIGHT SIDE FROM,SALLEE KAMAHEGU ROAD,BODAAYIRI,SALLEE,,,,INDUSTRY,A,
BONGKANTAA JANE ENTERPRISE,,BUSSIE FIAN ROAD,NAAYIRI,BUSSIE,,0548497365,,INDUSTRY,A,
BOSCO DRINKING BAR,IN THE DAILY MARKRT,,MISSION,DAFFIAMA,,0540360682,,SERVICE,A,
BRIMAH CHEMICALS,100M BEHIND THE CENTRAL MOSQUE,,,KOJOKPERI,,0543032267,,SERVICE,A,
BUOYIRI D/A KG/PRIMARY SCHOOL,OWLO FIAN ROAD NEAR DASAAH HOUSE,OWLO FIAN ROAD,,BUOYIRI,,,,SERVICE,A,
BUREENAS FITTING SHOP,BEHIND FIAN CENTRAL MOSQUE,FIAN WA ROAD,NAAYIRI,FIAN,,,,SERVICE,A,
BUSSIE CENTRAL MOSQUE,BEFORE ZANGOARE BOREHOLE,BUSSIE FIAN ROAD,ZANGOARE,BUSSIE,,,,SERVICE,A,
BUSSIE D/A JUNIOR HIGH SCHOOL,AFTER AGRIC QUARTERS ON THE LEFT,BUSSIE DAFFIAMA ROAD,NAAYIRI,BUSSIE,"P.O.BOX 33, NADOWLI",,,SERVICE,A,
BUSSIE D/A PRIMARY SCHOOL,LEFT SIDE OF TUORI BUSSIE ROAD,DAFFIAMA BUSSIE ROAD,,BUSSIE,"P.O.BOX 5, NADOWLI",,,SERVICE,A,
BUSSIE DAY CARE NURSERY SCHOOL,NEAR AREA COUNCIL,BUSSIE WA ROAD,NAAYIRI,BUSSIE,,,,SERVICE,A,
BUSSIE ENVIRONMENTAL HEALTH OFFICE,MARKET STORE NUMBER13,,MARKET CENTRE,BUSSIE,,,,INDUSTRY,A,
BUSSIE HEALTH CENTRE,RIGTH SIDE AFTER THE DAM,BUSSIE TUMU ROAD,,BUSSIE,,,,SERVICE,A,
BUSSIE POLICE STATION,RIGHT SIDE OF DAFFIAMA ROAD,BUSSIE DAFFIAMA ROAD,NAAYIRI,BUSSIE,,,,SERVICE,A,
BUSSIENAAH SUNDIRE SHOP,IN THE DAILY MARKET,,MISSION,DAFFIAMA,,0542825140,,SERVICE,A,
CAMILIUS CORN MILL,BESIDES TIIBO HOUSE SAAPARI,,SAAPARI,DAFFIAMA,,,,INDUSTRY,A,
CATHERINA DRINKING SPOT,IN WOGU MARKET,FIAN ISSA ROAD,TUOPAREE,WOGU,,,,SERVICE,A,
CHALA MOSQUE,CHALLA STATION LEFT HAND SIDE OF THE ROAD,,,CHALLA,,0248561881,,SERVICE,A,
CHALLA CHIPS,CHALLA BANONYIRI ROAD,,,CHALLA,,0240121274,,SERVICE,A,
CHALLA PRIMARY SCHOOL,FROM KOJOKPERI ENTERING CHALLA LEFT BY THE ROAD,,,CHALLA,,0247976413,,SERVICE,A,
CHARISE ENTERPRISE,BUSINESS CENTER NEAR NAAYIRI,,NAAYIRI,KAMAHEGU,,,,SERVICE,A,
CHIBAMBAM DRINKING SPOT,ENTRANCE OF THE TOWN AT YOUR RIGHT,,,KPJPKPERI,"P.O.BOX 47, ",0245370533,,SERVICE,A,
CHIDON MOTOR SPARE PARTS SHOP,OPPOSITE DAFFIAMA TO WA STATION,,MISSION,DAFFIAMA,,,,SERVICE,A,
CHIMOZIE MOTOR PARTS,IN FRONT OF MTN POLE,,MARKET AREA,BUSSIE,,,,SERVICE,A,
CHRISTINA REALITY COLD FISH ENTERPRISE,DAFFIAMA DAILY MARKET IN FRONT OF BAYOR SHOP,,MISSION,DAFFIAMA,,0241206263,,SERVICE,A,
CHRISTINA REALITY ENTERPRISE,DAFFIAMA DAILY MARKET IN FRONT OF BAYOR BAR,,MISSION,DAFFIAMA,,0542190969,,INDUSTRY,A,
CHURCH OF PENTECOST,ON THE DAFFIAMA KONZOKALAA ROAD,,KONZOKALAA,DAFFIAMA,"P.O.BOX 274, WA",,,SERVICE,A,
CHURCH OF PENTECOST,OPPOSITE THE ALL SAINTS ROMAN CATHOLIC PRIMARY SCHOOL,WOG KOJOKPERE ROAD,DUORI,ISSA,"P.O.BOX 274, WA",,,SERVICE,A,
CICI FASHION SHOP,OPPOSITE UNCLE JOES BAR DAFFIAMA,,SAAPARI,DAFFIAMA,,,,INDUSTRY,A,
CLARE LITTLE ENTERPRISE,BESIDE KONTINAS HOUSE,,MISSION,DAFFIAMA,,0249041323,,INDUSTRY,A,
CLEMENT ENTRPRISE,BONIFACE ZUMAPOGEE HOUSE,,,DAGUBAA,,,,SERVICE,A,
CLETUS PUOYELE ENTERPRISE,LEFT SIDE FROM DAFFIAMA NEAR GEOGE ABAAREE HOUSE,DAFFIAMA TUORI ROAD,TODAAYIRI,TUORI,,,,SERVICE,A,
CORNER VIEW DRINKING BAR,YELBUORE ROUND ABOUT,,KYEKALI,DAFFIAMA,,,,SERVICE,A,
COSMAS ENTREPRISE,BUSSIE NAAYIRI,,,KAMAHEGU,,,,SERVICE,A,
COTTON ENTREPRISE,OPPOSITE THE DAILY MARKET,,MISSION,DAFFIAMA,,0240725526,,SERVICE,A,
CREES WIFE PITO SPOT,OPPOSITE TEACHER NAAH HOUSE,,MISSION,DAFFIAMA,,,,INDUSTRY,A,
CYNTHIA BEAUTY SALON,OPPOSITE FIAN DAILY MARKET,FIAN WA ROAD,NGMAAABIELE,FAIN,,0245128993,,SERVICE,A,
CYNTHIA FASHION SHOP,BESIDES KK DRINKING BAR,,DANKYELLE,DAFFIAMA,,,,INDUSTRY,A,
DAFFIAMA BUSSIE ISSA DISTRICT ASSEMBLY,ISSA-DUORI,WOGU KOJOKPERE ROAD,DUORI,ISSA,"P.O.BOX 2, WA",,,SERVICE,B,
DAFFIAMA CO-OPERATIVE CREDIT UNION,"AT THE CATHOLIC MISSION,DAFFIAMA",,DAFFIAMA UWR,DAFFIAMA,"P.O. BOX 33, DAFFIAMA UWR",,,SERVICE,A,
DAFFIAMA HEALTH CENTER,ON THE DAFFIAMA DAKYIA ROAD,,MISSION,DAFFIAMA,"P.O.BOX 33, NADOWLI",,,SERVICE,A,
DAFFIAMA R/C JUNIOR HIGH SCHOOL,OPPOSITE DAFFIAMA SENIOR HIGH SCHOOL,,MISSION,DAFFIAMA,"P.O.BOX 33, NADOWLI",,,SERVICE,A,
DAFFIAMA R/C KG,OPPOSITE ST THOMAS MORE PRIMARY SCHOOL,,MISSION,DAFFIAMA,"P.O.BOX 33, NADOWLI",,,SERVICE,A,
DAFFIAMA SENIOR HIGH SCHOOL,OPPOSITE DAFFIAMA ROMAN CATHOLIC JUNIOR HIGH SCHOOL,,MISSION,DAFFIAMA,"P.O.BOX 91, WA",,,SERVICE,B,
DAFFIAMA WATER AND SANITATION BOARD,BESIDE AUGUSTINE HOUSE,,SAAPARI,DAFFIAMA,,,,INDUSTRY,A,
DAKPAA D/A KINDERGATE,NEAR DOMANBANG HOUSE,DAKPAA BUSSIE ROAD,,DAKPAA,"P.O.BOX 33, NADOWLI",,,SERVICE,A,
DAKPAA D/A PRIMARY SCHOOL,NEAR DOMANGBANG HOUSE,DAKPAA BUSSIE,,DAKPAA,"P.O.BOX 33, NADOWLI",,,SERVICE,A,
DAKURAAH C ENTERPRISE,BUSINESS CENTER NAYIRI,,,KAMAHEGU,,,,SERVICE,A,
DAKURAH CAMULIOS DRINKING BAR,MOYIRI DAILY MARKET,,TAGYELE,MOYRI,,0540538578,,SERVICE,A,
DAKURAH WIFES PITO BREWING SPOT,OPPOSITE TIESAA HOUSE,,KYEKALE,DAFFIAMA,,,,INDUSTRY,A,
DAPILAANAA CORN MILL,IN FRONT OF DAPILAA HOUSE,FIAN WA ROAD,GOZIIRE,FIAN,,,,INDUSTRY,A,
DAUDA BARIMAH ENTERPRISE,DUANG NAPUNYIRI,ISSA DUANG ROAD,NAPUNYIRI,DUANG,,,,SERVICE,A,
DAUDI SAMB ENTERPRISE,IN ISSA MARKET,WOGU  KOJOKPERE ROAD,BAWUOLEEYIRI,ISSA,,,,SERVICE,A,
DAUDI SAMBA ENTERPRISE,IN ISSA MARKWT,WOGU KOJOKPERE ROAD,BAWUOLEEYIRI,ISSA,,,,SERVICE,A,
DAVID ENTERPRISE,NI THE FIAN MARKET SQUARE,BUSSIE WA ROAD,GYIEDAA,FIAN,,,,SERVICE,A,
DENNIS CORN MILL,NEAR DORBAYIS HOUSE,BUSSIE WA ROAD,NGMAABIELE,FIAN,"P.O.BOX 127, FIAN",,,INDUSTRY,A,
DENNIS DRINKING SPOT,INN FIAN MARKET,BUSIIE ROAD,GYIEDAA,FIAN,"P.O.BOX 127, FIAN",,,SERVICE,A,
DIANA FASHION DESIGN,BEHIND HAKIM DRUGSSTORE MARKET CENTER,,MARKET CENTRE,BUSSIE,,,,INDUSTRY,A,
DOMINICS ENTERPRISE,NEAR SONWES HOUSE,FIAN ISSA ROAD,BANYIEREEYIRI,WOGU,,,,SERVICE,A,
DONG-YIRI ENTERPRISE,IN FRONT OF LIEPUOYIRI BOHOLE,DAKPAA BUSSIE ROAD,,DAKPAA,,,,SERVICE,A,
DONNEYONG EUGENE ENTERPRISE,BUSSINESS CENTRE LEFT SIDE FROM DAFFIAMA NEAR CHIEF HOUSE,DAFFIAMA TUORI BUSINESS ROAD,TODAAYIRI,TUORI,,,,SERVICE,A,
DORDAA DRINKING BAR,MUMUNA KAPUOKYENE HOUSE GAAPARE,,GAAPRI,TUORI,,,,SERVICE,A,
DORIS BEAUTY SALON,OPPOSITE KK DRINKING BAR,,DANKYELLE,DAFFIAMA,,,,SERVICE,A,
DOROTHY FASHION DESIGN CENTRE,MARKET STORE ROOM NUMBER 14,,MARKET CENTRE,BUSSIE,,,,INDUSTRY,A,
DOUBLEDO CARPENTRY SHOP,OPPOSITE DFFIAMA ST THOMAS MARE PRIMARY SCHOOL,,MISSION,DAFFIAMA,,,,INDUSTRY,A,
DOUGLAS DRINKING BAR,BESIDE YIPAANAA HOUSE,,MISSION,DAFFIAMA,,,,SERVICE,A,
DOUGLAS PIENAA LICENSED CHEMICAL SHOP,IN WOGU MARKET,FIAN ISSA ROAD,TUOPAREE,WOGU,"P.O.BOX 47, ISSA",,,SERVICE,A,
DOWAA MOSQUE,ALONG THE ISSA SAZIE ROAD,ISSA SAZIE ROAD,DOWAA,TABIASE,,,,SERVICE,A,
DUANG R/C PRIMARY,OPPOSITE THE NEW DUANG CHPS COMPOUND,ISSA DUANG,DUANG,DUANG,,,,SERVICE,A,
DUMAH ENTERPRISE,BY THE STATION LEFT,,,KOJOKPERI,,0540308193,,SERVICE,A,
DUURIBEE MOSQUE,AT DUURIBEE IN FRONT OF FONJUMAH HOUSE,,,KOJOKPERI,,0248119427,,SERVICE,A,
EDMOND ENTERPRISE,BABARYIRI NAAYIRI GIMANNE,DAKPAA BUSSIE ROAD,GIMANNE,DAKPAA,,,,SERVICE,A,
ENGENE DRINKING BAR,OPPOSITE COTTON ENTERPRISE,,MISSION,DAFFIAMA,,0243813243,,SERVICE,A,
ERIC ENTERPRISE,OPPOSITE JOE GAGNEE HOUSE THE HEALTH CENTRE JUNCTION,,KYEKALI,DAFFIAMA,,,,SERVICE,A,
ERIC ENTERPRISE,OPPOSITE THE ISSA YOUTH LEADERSHIP TRAING INSTITUTE,WOGU KOJOKPERE ROAD,DUORI,ISSA,"P.O.BOX 198, ISSA",,,SERVICE,A,
EUELYN WEEVING SHOP,OPPOSITE YELBUORE HOUSE DAFFIAMA KYEKALI,,KYEKALI,DAFFIAMA,,,,INDUSTRY,A,
FAIN D/A JUNIOR HIGH SCHOOL,OPPOSITE FAIN HEAITH CENTER,FAIN WA ROAD,SOKPAREEYIRI,FIAN,"P.O.BOX 127, WA",,,SERVICE,A,
FATIMA FASHION AND DESIGN SHOP,OPPOSITE ST MONICA ASSOCIATION WOMEN,,MISSION,DAFFIAMA,,0247721374,,INDUSTRY,A,
FAUSTINA FASHION SHOP,AFTER THE MARKET CENTRE BOREHOLE,,MARKET CENTRE,BUSSIE,,,,INDUSTRY,A,
FEDELIS ENTERPRISE,ON THE OWLO FIAN ROAD,,KONBALINEYIRI,OWLO,,,,SERVICE,A,
FELIX DRINKING BAR,BUSINESS CENTER NEAR TUORNAA HOUSE,DAFFIAMA BUSSIE ROAD,TODAAYIRI,TUORI,,,,SERVICE,A,
FELIX ENTERPRISE,OPPOSITE NDC OFFICE,MAIN MARKET LANE,,BUSSIE,,,,SERVICE,A,
FELIX PETROL STATION,OPPOSITE NDC OFFICE,MARKET LANE,,BUSSIE,,,,SERVICE,A,
FIAN CENTRAL MOSQUE,OPPOSITE FIAN DAILY MARKET,FIAN WA ROAD,NAAYIRI,FIAN,,,,SERVICE,A,
FIAN D/A KG,OPPOSITE FAIN HEALTH CENTER,FIAN WA ROAD,SOKPAREEYIRI,FIAN,"P.O.BOX 2, ",,,SERVICE,A,
FIAN D/A PRIMARY SCHOOL,OPPOSITE FIAN HEALTH CENTER,FIAN WA ROAD,SOKPAREEYIRI,FIAN,"P.O.BOX 2, DAFFIAMA",,,SERVICE,A,
FIAN HEALTH CENTER,OPPOSITE FIAN D/A PRIMARY,FIAN WA ROAD,SOKPAREEYIRI,FIAN,"P.O.BOX 3, NADOWLI",,,SERVICE,A,
FIAN TIETAA CORN MILL,NEAR FIAN MARKET,FIAN WA ROAD,GYIEDAA,FIAN,,,,INDUSTRY,A,
FIRST AND LAST DRINKING SPOT,ADJACENT NANTUURODOMA HOUSE,FIAN WA ROAD,GOZIIRE,FIAN,,,,SERVICE,A,
FORGIVENESS IS THE KEY TO HEAVEN DRINKING SPOT,BEHIND LAWYER YUONI HOUSE,WOGU KOJOKPERE ROAD,KAZIIRIYIRI,ISSA,,,,SERVICE,A,
FRANCIS FITTING SHOP,ON THE DAFFIAMA OWLO ROAD BEFORE PUOZAS HOUSE,,MISSION,DAFFIAMA,,,,SERVICE,A,
FREDRIK DRINKING SPOT,SABOGU JUNCTION,WOGU KOJOKPERE ROAD,SABOGO,SABOGU,,,,SERVICE,A,
FREE HEAT ENTERPRISE,DANKYELLE PARAMAPARI ONTHE DAFFIAMA DUONG ROAD,,DANKYELLE,DAFFIAMA,,0240206165,,SERVICE,A,
FUSEINI CORN MILL,ISSA NAAYIRI,WOGU KOJOKPERE ROAD,NAAYIRI,ISSA,,,,INDUSTRY,A,
FUSEINI ENTERPRISE,FROM WA ENTYERING SAZIE AFTER  SCHOOL LEFT HAND ON THE ROAD,,,SAZIE,,0546289953,,SERVICE,A,
FUSEINI ENTERPRISE,FROM WA ENTERING SAZIE AFTER SCHOOL RIGHT BY THE ROAD,,,SAZIE,,0540435811,,SERVICE,A,
FUSEINU ENTERPRISE,OPPOSITE BUSSIE DAY NURSER,BUSSIE FIAN ROAD,NAAYIRI,BUSSIE,,,,SERVICE,A,
GAANAA BAATOMBO ENTREPRISE,OPPOSITE DAFFIAMA MARKET,,NAAYIKORE,DAFFIAMA,,,,SERVICE,A,
GAANAAH'S DRINKING BAR,DAFFIAMA NADOWLI ROAD,,MOYIRI,MOYIRI,,,,SERVICE,A,
GAAYUONI ABDUL-NASIR ENTERPRISE,OPPOSITE THE WOGU ROMAN CATHOLIC PRIMARY SCHOOL,FIAN ISSA ROAD,NAZULEEYIRI,WOGU,,,,SERVICE,A,
GABRIEL DRUG SHOP,OPPOSITE THE DAFFIAMA WA STATION,,MISSION,DAFFIAMA BUSSIE,,0248453808,,SERVICE,A,
GAFARU CORN MILL,OPPOSITE DUOBU HOUSE TABIASE,ISSA SAZIE ROAD,BILEYIKORE,TABIASE,,,,INDUSTRY,A,
GATETINE DRINKING BAR,OPPOSITE MOYIRI DAILY MARKET,,TAGYELE,MOYIRI,,,,SERVICE,A,
GBAREEDORDRINKING BAR,OPPOSITE BABAKYIRANAA BAR,BUSSIE TUMU ROAD,,BALINIA,,,,SERVICE,A,
GBAREMAN ENTERPRISE,,,MARKET AREA NAAYIPAALA,BUSSIE,,,,SERVICE,A,
GBELE DAKURA ENTERPRICE,NEAR THE BUSSIE DAFFIAMA ROAD JUNCTION,YUMU BUSSIE ROAD,KUNKPENAAYIRI,BUSSIE,,0243828331,,SERVICE,A,
GBONBIEE MOSQUE,AT GBONBEE BY ISSA BASUGLO HOUSE,,,KOJOKPERI,,0245259638,,SERVICE,A,
GEORGIIA FASHION SHOP,ADJACENT HAKIM DRUG STORE,,MARKET CENTRE,BUSSIE,,,,INDUSTRY,A,
GHANA EDUCATION SERVICE DISTRICT OFFICE DAFFIAMA BUSSIE ISSA,ON THE DAFFIAMA NADOLI ROAD AFTER CHIEFS PALACE,,NAYIKORI,DAFFIAMA,,0544386399,,SERVICE,A,
GIFTY TANIE FASHION SHOP,OPPOSITE THE CATHOLIC CHURCH,BUSSIE WA ROAD,NGMAABIELE,FIAN,,,,INDUSTRY,A,
GIVE ALL TO GOD SHOP,FROM DAFFIAMA OWLO ROAD,,YIKPO,OWLO,,,,INDUSTRY,A,
GLADY'S ENTERPRISE.,INSIDE THE MARKET,,,SAZIE,,0242186786,,SERVICE,A,
GOD BLESS DRINKING BAR,DANKYELE OPPOSITE WESIE HOUSE,,DANKYELE,DAFFIAMA,,,,SERVICE,A,
GOD GIFT ENTERPRISE,OPPOSITE ST MONICAS WOMEN ASSOCIATION,,MISSION,DAFFIAMA,,0248047788,,SERVICE,A,
